id	name	fips	sector
2181	Pace University-New York	36	2
2182	Paul Smiths College of Arts and Science	36	2
2183	Plaza College	36	3
2184	Davis College	36	2
2185	Pratt Institute-Main	36	2
2186	Professional Business College	36	5
2187	Rabbinical Academy Mesivta Rabbi Chaim Berlin	36	2
2188	Rabbinical College Bobover Yeshiva Bnei Zion	36	2
2189	Rabbinical College of Ch'san Sofer New York	36	2
2190	Rabbinical College Beth Shraga	36	2
2191	Rabbinical College of Long Island	36	2
2192	Rabbinical Seminary of America	36	2
2193	Rensselaer Polytechnic Institute	36	2
2194	Roberts Wesleyan College	36	2
2195	Everest Institute-Rochester	36	6
2196	Rochester Institute of Technology	36	2
2197	University of Rochester	36	2
2198	Rockefeller University	36	2
2199	Rockland Community College	36	4
2200	The Sage Colleges	36	2
2201	St Bernard's School of Theology and Ministry	36	2
2202	St Bonaventure University	36	2
2203	St Francis College	36	2
2204	St Joseph's College of Nursing at St Joseph's Hospital Health Center	36	5
2205	St Lawrence University	36	2
2206	The College of Saint Rose	36	2
2207	St. Thomas Aquinas College	36	2
2208	Samaritan Hospital School of Nursing	36	5
2209	Sarah Lawrence College	36	2
2210	Schenectady County Community College	36	4
2211	Sh'or Yoshuv Rabbinical College	36	2
2212	Siena College	36	2
2213	Skidmore College	36	2
2214	Saint Joseph's College-New York	36	2
2215	Saint Vladimirs Orthodox Theological Seminary	36	2
2216	Saint Elizabeth College of Nursing	36	5
2217	Saint John Fisher College	36	2
2218	St Paul's School of Nursing-Staten Island	36	6
2219	St James Mercy Hospital School of Radiologic Science	36	5
2220	St John's University-New York	36	2
2221	New York Career Institute	36	6
2222	Sullivan County Community College	36	4
2223	SUNY College of Technology at Alfred	36	1
2224	SUNY College of Technology at Canton	36	1
2225	SUNY College of Technology at Delhi	36	1
2226	SUNY College of Agriculture and Technology at Cobleskill	36	1
2227	Farmingdale State College	36	1
2228	Morrisville State College	36	1
2229	SUNY at Albany	36	1
2230	SUNY at Binghamton	36	1
2231	University at Buffalo	36	1
2232	Stony Brook University	36	1
2233	SUNY College of Environmental Science and Forestry	36	1
2234	SUNY Polytechnic Institute	36	1
2235	SUNY College at Brockport	36	1
2236	SUNY Buffalo State	36	1
2237	SUNY College at Cortland	36	1
2238	SUNY at Fredonia	36	1
2239	SUNY College at Geneseo	36	1
2240	State University of New York at New Paltz	36	1
2241	SUNY Oneonta	36	1
2242	SUNY College at Oswego	36	1
2243	SUNY College at Potsdam	36	1
2244	SUNY at Purchase College	36	1
2245	SUNY College of Optometry	36	1
2246	SUNY College at Old Westbury	36	1
2247	SUNY College at Plattsburgh	36	1
2248	SUNY Downstate Medical Center	36	1
2249	SUNY Empire State College	36	1
2250	SUNY Maritime College	36	1
2251	Upstate Medical University	36	1
2252	Swedish Institute a College of Health Sciences	36	6
2253	Syracuse University	36	2
2254	Talmudical Seminary Oholei Torah	36	2
2255	Talmudical Institute of Upstate New York	36	2
2256	Teachers College at Columbia University	36	2
2257	Technical Career Institutes	36	6
2258	Tompkins Cortland Community College	36	4
2259	Torah Temimah Talmudical Seminary	36	2
2260	Touro College	36	2
2261	Trocaire College	36	2
2262	Excelsior College	36	2
2263	Ulster County Community College	36	4
2264	Sanford-Brown Institute-New York	36	6
2265	Union College	36	2
2266	Union Theological Seminary in the City of New York	36	2
2267	United Talmudical Seminary	36	2
2268	United States Merchant Marine Academy	36	1
2269	United States Military Academy	36	1
2270	Utica College	36	2
2271	Utica School of Commerce	36	6
2272	Vassar College	36	2
2273	Villa Maria College	36	2
2274	School of Visual Arts	36	3
2275	Wagner College	36	2
2276	Webb Institute	36	2
2277	Wells College	36	2
2278	The College of Westchester	36	3
2279	SUNY Westchester Community College	36	4
2280	Wood Tobe-Coburn School	36	6
2281	Word of Life Bible Institute	36	5
2282	Yeshiva Karlin Stolin	36	2
2283	Yeshivat Mikdash Melech	36	2
2284	Yeshiva Derech Chaim	36	2
2285	Yeshiva of Nitra Rabbinical College	36	2
2286	Yeshiva Shaar Hatorah	36	2
2287	Yeshiva University	36	2
2288	Yeshivath Viznitz	36	2
2289	Yeshivath Zichron Moshe	36	2
2290	College of the Albemarle	37	4
2291	The Art Institute of Charlotte	37	3
2292	South Piedmont Community College	37	4
2293	Appalachian State University	37	1
2294	Asheville-Buncombe Technical Community College	37	4
2295	Barton College	37	2
2296	Beaufort County Community College	37	4
2297	Belmont Abbey College	37	2
2298	Bennett College	37	2
2299	Bladen Community College	37	4
2300	Blue Ridge Community College	37	4
2301	Brevard College	37	2
2302	Brunswick Community College	37	4
2303	Cabarrus College of Health Sciences	37	2
2304	Caldwell Community College and Technical Institute	37	4
2305	Campbell University	37	2
2306	Cape Fear Community College	37	4
2307	Carteret Community College	37	4
2308	Catawba College	37	2
2309	Catawba Valley Community College	37	4
2310	South College-Asheville	37	3
2311	Central Carolina Community College	37	4
2312	Central Piedmont Community College	37	4
2313	Chowan University	37	2
2314	Cleveland Community College	37	4
2315	Coastal Carolina Community College	37	4
2316	Craven Community College	37	4
2317	Davidson County Community College	37	4
2318	Davidson College	37	2
2319	Duke University	37	2
2320	Durham Technical Community College	37	4
2321	East Carolina University	37	1
2322	Edgecombe Community College	37	4
2323	Elizabeth City State University	37	1
2324	Elon University	37	2
2325	Fayetteville Technical Community College	37	4
2326	Fayetteville State University	37	1
2327	Forsyth Technical Community College	37	4
2328	Gardner-Webb University	37	2
2329	Gaston College	37	4
2330	Greensboro College	37	2
2331	Guilford College	37	2
2332	Guilford Technical Community College	37	4
2333	Halifax Community College	37	4
2334	Haywood Community College	37	4
2335	Heritage Bible College	37	2
2336	High Point University	37	2
2337	Isothermal Community College	37	4
2338	James Sprunt Community College	37	4
2339	Laurel University	37	2
2340	Johnson C Smith University	37	2
2341	Johnston Community College	37	4
2342	Lees-McRae College	37	2
2343	Lenoir Community College	37	4
2344	Lenoir-Rhyne University	37	2
2345	Livingstone College	37	2
2346	Louisburg College	37	5
2347	Mars Hill University	37	2
2348	Martin Community College	37	4
2349	Mayland Community College	37	4
2350	McDowell Technical Community College	37	4
2351	Mercy School of Nursing	37	4
2352	Meredith College	37	2
2353	Methodist University	37	2
2354	Miller-Motte College-Wilmington	37	3
2355	Mitchell Community College	37	4
2356	Montgomery Community College	37	4
2357	Montreat College	37	2
2358	University of Mount Olive	37	2
2359	Nash Community College	37	4
2360	North Carolina A & T State University	37	1
2361	University of North Carolina at Asheville	37	1
2362	University of North Carolina at Chapel Hill	37	1
2363	University of North Carolina at Charlotte	37	1
2364	University of North Carolina at Greensboro	37	1
2365	North Carolina Central University	37	1
2366	University of North Carolina School of the Arts	37	1
2367	North Carolina State University at Raleigh	37	1
2368	North Carolina Wesleyan College	37	2
2369	University of North Carolina Wilmington	37	1
2370	Pamlico Community College	37	4
2371	William Peace University	37	2
2372	University of North Carolina at Pembroke	37	1
2373	Pfeiffer University	37	2
2374	Piedmont International University	37	2
2375	Piedmont Community College	37	4
2376	Pitt Community College	37	4
2377	Queens University of Charlotte	37	2
2378	Randolph Community College	37	4
2379	Richmond Community College	37	4
2380	Mid-Atlantic Christian University	37	2
2381	Roanoke-Chowan Community College	37	4
2382	Robeson Community College	37	4
2383	Rockingham Community College	37	4
2384	Rowan-Cabarrus Community College	37	4
2385	Saint Augustine's University	37	2
2386	Salem College	37	2
2387	Sampson Community College	37	4
2388	Sandhills Community College	37	4
2389	Shaw University	37	2
2390	St Andrews University	37	2
2391	Southeastern Community College	37	4
2392	Southwestern Community College	37	4
2393	Stanly Community College	37	4
2394	Southeastern Baptist Theological Seminary	37	2
2395	Surry Community College	37	4
2396	Alamance Community College	37	4
2397	Tri-County Community College	37	4
2398	Vance-Granville Community College	37	4
2399	Wake Forest University	37	2
2400	Wake Technical Community College	37	4
2401	Warren Wilson College	37	2
2402	Watts School of Nursing	37	5
2403	Wayne Community College	37	4
2404	Western Piedmont Community College	37	4
2405	Wilkes Community College	37	4
2406	Wilson Community College	37	4
2407	Wingate University	37	2
2408	Carolina Christian College	37	2
2409	Winston-Salem State University	37	1
2410	Western Carolina University	37	1
2411	Rasmussen College-North Dakota	38	3
2412	Bismarck State College	38	1
2413	Dickinson State University	38	1
2414	Nueta Hidatsa Sahnish College	38	1
2415	Josef's School of Hair Design Inc-Grand Forks	38	6
2416	Headquarters Academy of Hair Design Inc	38	6
2417	University of Jamestown	38	2
2418	Josef's School of Hair Design Inc-Fargo Downtown	38	6
2419	Lake Region State College	38	4
2420	Cankdeska Cikana Community College	38	4
2421	University of Mary	38	2
2422	Mayville State University	38	1
2423	Minot State University	38	1
2424	University of North Dakota	38	1
2425	North Dakota State College of Science	38	4
2426	Dakota College at Bottineau	38	4
2427	North Dakota State University-Main Campus	38	1
2428	Williston State College	38	4
2429	JZ Trend Academy Paul Mitchell Partner School	38	6
2430	Sitting Bull College	38	1
2431	Trinity Bible College	38	2
2432	Turtle Mountain Community College	38	2
2433	United Tribes Technical College	38	2
2434	Valley City State University	38	1
2435	ETI Technical College	39	6
2436	The Art Institute of Cincinnati-AIC College of Design	39	3
2437	Miami-Jacobs Career College-Independence	39	6
2438	Air Force Institute of Technology-Graduate School of Engineering & Management	39	1
2439	Akron Institute of Herzing University	39	3
2440	University of Akron Main Campus	39	1
2441	University of Akron Wayne College	39	4
2442	Allegheny Wesleyan College	39	2
2443	Antonelli College-Cincinnati	39	6
2444	Art Academy of Cincinnati	39	2
2445	Ashland University	39	2
2446	Athenaeum of Ohio	39	2
2447	Aultman College of Nursing and Health Sciences	39	2
2448	Baldwin Wallace University	39	2
2449	Belmont College	39	4
2450	Bluffton University	39	2
2451	Fortis College-Ravenna	39	6
2452	Bowling Green State University-Firelands	39	4
2453	Bowling Green State University-Main Campus	39	1
2454	Bryant & Stratton College-Parma	39	3
2455	Capital University	39	2
2456	Valley Beauty School	39	6
2457	Carousel Beauty College-Middletown	39	6
2458	Carousel Beauty College-Dayton	39	6
2459	Carousel of Miami Valley Beauty College	39	6
2460	Case Western Reserve University	39	2
2461	Cedarville University	39	2
2462	Central Ohio Technical College	39	4
2463	Central State University	39	1
2464	Chatfield College	39	5
2465	The Christ College of Nursing and Health Sciences	39	2
2466	Cincinnati Christian University	39	2
2467	Cincinnati College of Mortuary Science	39	2
2468	University of Cincinnati-Main Campus	39	1
2469	Cincinnati State Technical and Community College	39	4
2470	University of Cincinnati-Clermont College	39	1
2471	University of Cincinnati-Blue Ash College	39	1
2472	Ohio Christian University	39	2
2473	Clark State Community College	39	4
2474	Scott College of Cosmetology	54	6
2475	Cleveland Institute of Art	39	2
2476	Cleveland Institute of Music	39	2
2477	Cleveland State University	39	1
2478	Bradford School	39	6
2479	Columbus College of Art and Design	39	2
2480	Columbus State Community College	39	4
2481	Cuyahoga Community College District	39	4
2482	Davis College	39	6
2483	Dayton Barber College	39	6
2484	University of Dayton	39	2
2485	Defiance College	39	2
2486	Denison University	39	2
2487	Eastern Hills Academy of Hair Design	39	6
2488	Edison State Community College	39	4
2489	EHOVE Career Center	39	4
2490	Bryant & Stratton College-Cleveland	39	3
2491	The University of Findlay	39	2
2492	Franklin University	39	2
2493	Gods Bible School and College	39	2
2494	Good Samaritan College of Nursing and Health Science	39	2
2495	Hebrew Union College-Jewish Institute of Religion	36	2
2496	Heidelberg University	39	2
2497	Hiram College	39	2
2498	Hocking College	39	4
2499	International College of Broadcasting	39	6
2500	ITT Technical Institute-Dayton	39	3
2501	Eastern Gateway Community College	39	4
2502	John Carroll University	39	2
2503	Hondros College	39	3
2504	Casal Aveda Institute	39	6
2505	Kent State University at Ashtabula	39	1
2506	Kent State University at East Liverpool	39	1
2507	Kent State University at Stark	39	1
2508	Kent State University at Trumbull	39	1
2509	Kent State University at Tuscarawas	39	1
2510	Kent State University at Salem	39	1
2511	Kent State University at Kent	39	1
2512	Kent State University at Geauga	39	1
2513	Kenyon College	39	2
2514	Kettering College	39	2
2515	Lake Erie College	39	2
2516	Lakeland Community College	39	4
2517	O C Collins Career Center	39	4
2518	James A Rhodes State College	39	4
2519	Ohio Business College-Sheffield	39	6
2520	Ohio Business College-Sandusky	39	6
2521	Lorain County Community College	39	4
2522	Lourdes University	39	2
2523	Malone University	39	2
2524	Marietta College	39	2
2525	Marion Technical College	39	4
2526	Mercy College of Ohio	39	2
2527	Methodist Theological School in Ohio	39	2
2528	Miami University-Hamilton	39	1
2529	Miami University-Middletown	39	1
2530	Miami University-Oxford	39	1
2531	Miami-Jacobs Career College-Dayton	39	6
2532	Moler Hollywood Beauty Academy	39	6
2533	Mount Carmel College of Nursing	39	2
2534	University of Mount Union	39	2
2535	Mount Vernon Nazarene University	39	2
2536	Mount Saint Joseph University	39	2
2537	Zane State College	39	4
2538	Muskingum University	39	2
2539	Fortis College-Cuyahoga Falls	39	6
2540	Brown Mackie College-North Canton	39	3
2541	North Central State College	39	4
2542	Northwest State Community College	39	4
2543	Notre Dame College	39	2
2544	Northeast Ohio Medical University	39	1
2545	University of Northwestern Ohio	39	2
2546	Oberlin College	39	2
2547	Ohio College of Massotherapy Inc	39	5
2548	Ohio Technical College	39	6
2549	Ohio Dominican University	39	2
2550	Brightwood College-Dayton	39	6
